,Unnamed: 0,bodyId,type,class,subclass,hemilineage,size,predictedNt,predictedNtProb,somaSide,motor module,step contribution
2181,2181,19141,IN09A016,intrinsic neuron,IR,09A,768099549,gaba,0.5781802121352201,RHS,,
2182,2182,19143,AN07B067,ascending neuron,BA,07B,597851319,acetylcholine,0.8441209050316292,RHS,,
2183,2183,19148,IN19A037,intrinsic neuron,II,19A,637093678,gaba,0.7360287390787292,LHS,,
2184,2184,19153,IN13B014,intrinsic neuron,CR,13B,747091518,gaba,0.7291292314920864,LHS,,
2185,2185,19154,IN12B013,intrinsic neuron,CR,12B,737741320,gaba,0.8682603657640079,LHS,,
2186,2186,19159,AN07B053,ascending neuron,BA,07B,609742538,acetylcholine,0.8692167045222996,LHS,,
2187,2187,19160,IN16B016,intrinsic neuron,BR,16B,602575219,glutamate,0.9597741163909268,RHS,,
2188,2188,19162,IN20A.22A014,intrinsic neuron,IR,20A.22A,610525966,acetylcholine,0.8663635109725097,LHS,,
2189,2189,19167,IN04B039,intrinsic neuron,IR,04B,717028769,acetylcholine,0.868479612417504,RHS,,
2190,2190,19173,IN21A023,intrinsic neuron,BR,21A,728309143,glutamate,0.8175428291040195,LHS,,
2191,2191,19174,DNg01,descending neuron,ut,,606643229,acetylcholine,0.7520006568868408,,,
2192,2192,19182,DNg02,descending neuron,ut,,607441802,acetylcholine,0.9378246785122522,,,
2193,2193,19184,IN14A002,intrinsic neuron,BR,14A,612086674,glutamate,0.9714527888237414,RHS,,
2194,2194,19185,IN03A011,intrinsic neuron,IR,03A,721286325,acetylcholine,0.74468530188631,LHS,,
2195,2195,19189,DNxn153,descending neuron,xn,,609004693,acetylcholine,0.9663200314882144,,,
2196,2196,19191,IN16B012,intrinsic neuron,BR,16B,646041736,glutamate,0.9425181292720164,RHS,,
2197,2197,19195,IN00A050,intrinsic neuron,BI,00A,608786738,gaba,0.6958937525209962,Midline,,
2198,2198,19202,IN00A057,intrinsic neuron,BI,00A,599339433,gaba,0.7595000797047409,Midline,,
2199,2199,19218,IN03A009,intrinsic neuron,IR,03A,612771643,acetylcholine,0.9022045016142448,RHS,,
2200,2200,19235,IN03A012,intrinsic neuron,IR,03A,733411984,acetylcholine,0.7946599752941358,RHS,,
2201,2201,19248,AN07B067,ascending neuron,BA,07B,607141033,acetylcholine,0.8351319374297834,LHS,,
2202,2202,19249,IN03A008,intrinsic neuron,IR,03A,597071369,acetylcholine,0.9068715601263322,LHS,,
2203,2203,19250,IN04B034,intrinsic neuron,BR,04B,611950843,acetylcholine,0.8749597714856621,LHS,,
2204,2204,19262,IN08A025,intrinsic neuron,IR,08A,604051133,glutamate,0.8546191845926431,LHS,,
2205,2205,19266,DNfl042,descending neuron,fl,,772088322,acetylcholine,0.7616319177700219,,,
2206,2206,19270,AN07B022,ascending neuron,BA,07B,769648377,acetylcholine,0.9158654027072844,LHS,,
2207,2207,19287,DNfl036,descending neuron,fl,,601524817,acetylcholine,0.9711381334082292,,,
2208,2208,19289,IN14A008,intrinsic neuron,CR,14A,608800611,glutamate,0.9072219823978634,RHS,,
2209,2209,19296,IN12B010,intrinsic neuron,CR,12B,727772701,gaba,0.7313114327297793,RHS,,
2210,2210,19298,IN08A025,intrinsic neuron,IR,08A,638347973,glutamate,0.7163878556130429,RHS,,
2211,2211,19299,IN12A031,intrinsic neuron,BI,12A,1133648659,acetylcholine,0.9510063440312836,RHS,,
2212,2212,19331,IN19A025,intrinsic neuron,IR,19A,740040611,gaba,0.6440205690982428,LHS,,
2213,2213,19332,EN21X002,efferent neuron,EN,21X,966049579,glutamate,0.4709590518226226,RHS,,
2214,2214,19333,IN21A026,intrinsic neuron,IR,21A,630758407,glutamate,0.8609984400904399,RHS,,
2215,2215,19363,SNpp16,sensory neuron,neck hair plate,,654532877,acetylcholine,0.8372004213702965,,,
2216,2216,19364,AN07B049,ascending neuron,BA,07B,608113492,acetylcholine,0.8916096754215561,LHS,,
2217,2217,19366,IN04B034,intrinsic neuron,BR,04B,599033028,acetylcholine,0.8917443116855849,LHS,,
2218,2218,19367,DNxn156,descending neuron,xn,,824384357,gaba,0.4904693677013592,,,
2219,2219,19369,DNfl036,descending neuron,fl,,592317131,acetylcholine,0.9806229007840156,,,
2220,2220,19370,AN07B047,ascending neuron,BA,07B,599170315,acetylcholine,0.6602297157824517,RHS,,
2221,2221,19378,IN20A.22A007,intrinsic neuron,BR,20A.22A,762075878,acetylcholine,0.9236416536295712,LHS,,
2222,2222,19389,IN20A.22A010,intrinsic neuron,IR,20A.22A,595556522,acetylcholine,0.5609115618191343,RHS,,
2223,2223,19396,IN20A.22A017,intrinsic neuron,IR,20A.22A,625202922,glutamate,0.506900712309047,RHS,,
2224,2224,19406,IN19A038,intrinsic neuron,BR,19A,568604433,gaba,0.852870117729673,RHS,,
2225,2225,19413,IN03A007,intrinsic neuron,BR,03A,817062085,acetylcholine,0.7786079875299498,RHS,,
2226,2226,19414,DNp24,descending neuron,xn,,606403882,gaba,0.7114937751175603,,,
2227,2227,19417,IN14A002,intrinsic neuron,BR,14A,598360205,glutamate,0.9588020182059048,RHS,,
2228,2228,19421,AN07B038,ascending neuron,BA,07B,752153608,acetylcholine,0.733355076829163,LHS,,
2229,2229,19422,IN07B056,intrinsic neuron,BI,07B,591644890,acetylcholine,0.8397394756802135,RHS,,
2230,2230,19437,IN03A011,intrinsic neuron,IR,03A,823192379,acetylcholine,0.8152475203657451,RHS,,
2231,2231,19444,DNut054,descending neuron,ut,,351639752,acetylcholine,0.7663314580634594,,,
2232,2232,19446,IN04B021,intrinsic neuron,BR,04B,717022782,acetylcholine,0.9423470878824988,RHS,,
2233,2233,19451,IN03A006,intrinsic neuron,IR,03A,736369463,acetylcholine,0.9266943641743154,RHS,,
2234,2234,19452,DNp24,descending neuron,xn,,611221406,gaba,0.7418972513353167,,,
2235,2235,19462,DNxl083,descending neuron,xl,,637619933,acetylcholine,0.9375284860393468,,,
2236,2236,19471,IN13B008,intrinsic neuron,CR,13B,1260903759,glutamate,0.7875340947956022,RHS,,
2237,2237,19475,IN04B039,intrinsic neuron,IR,04B,516182231,acetylcholine,0.9451162166062256,RHS,,
2238,2238,19479,IN12B017,intrinsic neuron,BI,12B,595720306,gaba,0.9339408443790246,RHS,,
2239,2239,19493,IN20A.22A010,intrinsic neuron,IR,20A.22A,580633843,acetylcholine,0.7062596966513242,LHS,,
2240,2240,19495,IN16B012,intrinsic neuron,BR,16B,665284318,glutamate,0.9244320753779406,RHS,,
2241,2241,19507,IN13A026,intrinsic neuron,IR,13A,617740431,gaba,0.7992158258631549,LHS,,
2242,2242,19511,DNfl035,descending neuron,fl,,328042374,acetylcholine,0.9526941048647336,,,
2243,2243,19535,DNut053,descending neuron,ut,,588734364,acetylcholine,0.9500444577908658,,,
2244,2244,19546,IN09A024,intrinsic neuron,IR,09A,616938014,gaba,0.4951113642720924,RHS,,
2245,2245,19551,IN13B019,intrinsic neuron,CR,13B,731952950,gaba,0.6472594653252071,RHS,,
2246,2246,19554,DNnt017,descending neuron,nt,,517818306,gaba,0.9499695856635944,,,
2247,2247,19555,IN23B009,intrinsic neuron,BI,23B,771779924,acetylcholine,0.9543768513599052,LHS,,
2248,2248,19563,IN16B020,intrinsic neuron,IR,16B,583005148,glutamate,0.9294030902980778,RHS,,
2249,2249,19569,IN09A028,intrinsic neuron,IR,09A,378424246,gaba,0.8422898154037121,RHS,,
2250,2250,19586,IN13B018,intrinsic neuron,CR,13B,619773497,gaba,0.5665755651164395,RHS,,
2251,2251,19593,IN01B005,intrinsic neuron,IR,01B,712777979,gaba,0.701099463490896,RHS,,
2252,2252,19594,IN13A029,intrinsic neuron,BR,13A,502222879,gaba,0.9271110337302088,LHS,,
2253,2253,19614,IN04B034,intrinsic neuron,BR,04B,583182616,acetylcholine,0.9428818096227988,RHS,,
2254,2254,19647,IN03A004,intrinsic neuron,IR,03A,1109871601,acetylcholine,0.8917107279280744,LHS,,
2255,2255,19651,IN21A029,intrinsic neuron,BI,21A,547718243,glutamate,0.8796660933955508,RHS,,
2256,2256,19652,Tergotr. MN,motor neuron,fl,TBD,1512963557,glutamate,0.6171104757132817,LHS,femur/tr extend,swing
2257,2257,19658,SNpp16,sensory neuron,neck hair plate,,676372703,acetylcholine,0.8077799770757811,,,
2258,2258,19659,IN20A.22A020,intrinsic neuron,IR,20A.22A,372357515,acetylcholine,0.8546137429683456,LHS,,
2259,2259,19660,DNxl083,descending neuron,xl,,643083680,acetylcholine,0.9404257373387772,,,
2260,2260,19667,Sternal posterior rotator MN,motor neuron,fl,20B.21B.22B,1452231312,glutamate,0.4835343475814067,LHS,coxa stance,stance
2261,2261,19677,AN07B046,ascending neuron,BA,07B,729043756,acetylcholine,0.7639857745141424,RHS,,
2262,2262,19680,IN20A.22A010,intrinsic neuron,BR,20A.22A,571832542,acetylcholine,0.6775629464934655,LHS,,
2263,2263,19682,DNxn052,descending neuron,xn,,582654495,glutamate,0.9558242167176432,,,
2264,2264,19689,IN20A.22A017,intrinsic neuron,IR,20A.22A,516275307,glutamate,0.3658960048009185,LHS,,
2265,2265,19690,IN03A007,intrinsic neuron,IR,03A,772599542,acetylcholine,0.5555415770984637,RHS,,
2266,2266,19691,IN23B019,intrinsic neuron,BI,23B,472182451,acetylcholine,0.817026097295799,LHS,,
2267,2267,19697,IN13A027,intrinsic neuron,IR,13A,575067773,gaba,0.8917524052089039,LHS,,
2268,2268,19698,IN12B011,intrinsic neuron,CR,12B,572639816,gaba,0.8993029432676205,RHS,,
2269,2269,19699,IN03A007,intrinsic neuron,IR,03A,688704611,acetylcholine,0.8011385995345429,RHS,,
2270,2270,19703,SNpp16,sensory neuron,neck hair plate,,561148836,acetylcholine,0.846639561131027,,,
2271,2271,19705,IN23B009,intrinsic neuron,BI,23B,679220710,acetylcholine,0.9499089168442516,RHS,,
2272,2272,19712,IN13A019,intrinsic neuron,IR,13A,757291743,gaba,0.8458405428724155,RHS,,
2273,2273,19714,IN16B017,intrinsic neuron,BR,16B,597941547,glutamate,0.7964537348603032,RHS,,
2274,2274,19718,IN20A.22A017,intrinsic neuron,BR,20A.22A,637590747,glutamate,0.4975037293230949,RHS,,
2275,2275,19721,IN01A061,intrinsic neuron,CR,01A,611218759,acetylcholine,0.8251524910148509,LHS,,
2276,2276,19734,IN08B094,intrinsic neuron,BI,08B,563715963,acetylcholine,0.914149198783647,RHS,,
2277,2277,19737,IN20A.22A007,intrinsic neuron,BR,20A.22A,830912480,acetylcholine,0.9001871551044974,LHS,,
2278,2278,19767,IN12B015,intrinsic neuron,CR,12B,582923178,gaba,0.6902196773064687,RHS,,
2279,2279,19771,Tr flexor MN,motor neuron,fl,24B.25B,1095090429,glutamate,0.502017691950979,LHS,femur/tr flex,stance
2280,2280,19775,IN13A024,intrinsic neuron,IR,13A,610671923,glutamate,0.5011815111235715,LHS,,
2281,2281,19782,AN07B047,ascending neuron,BA,07B,569467988,acetylcholine,0.6247703752685791,RHS,,
2282,2282,19784,IN01A050,intrinsic neuron,BI,01A,695066241,acetylcholine,0.944856972605604,LHS,,
2283,2283,19797,IN14A001,intrinsic neuron,CR,14A,783429674,glutamate,0.9250269720159552,RHS,,
2284,2284,19801,IN11A022,intrinsic neuron,BI,11A,575249018,acetylcholine,0.9464000076136732,RHS,,
2285,2285,19805,IN11A017,intrinsic neuron,BI,11A,683759371,acetylcholine,0.8779804127442313,RHS,,
2286,2286,19806,IN12B015,intrinsic neuron,CR,12B,565992960,gaba,0.8801778706856114,LHS,,
2287,2287,19816,IN21A027,intrinsic neuron,IR,21A,722928402,glutamate,0.9351286539525696,LHS,,
2288,2288,19821,DNxl032,descending neuron,xl,,562163434,acetylcholine,0.8907607502955589,,,
2289,2289,19825,IN13A015,intrinsic neuron,IR,13A,629856840,gaba,0.840478092284739,RHS,,
2290,2290,19827,IN19A036,intrinsic neuron,IR,19A,567277270,gaba,0.8246051286608954,LHS,,
2291,2291,19833,IN04B037,intrinsic neuron,IR,04B,552617891,acetylcholine,0.7450841010449134,LHS,,
2292,2292,19855,IN16B016,intrinsic neuron,BR,16B,566092362,glutamate,0.8924129207061978,RHS,,
2293,2293,19858,IN08A017,intrinsic neuron,IR,08A,640712146,glutamate,0.7444222665287334,LHS,,
2294,2294,19861,AN08B099,ascending neuron,BA,08B,567905825,acetylcholine,0.7234366866065727,LHS,,
2295,2295,19862,IN03A012,intrinsic neuron,IR,03A,564738038,acetylcholine,0.9039425662071962,LHS,,
2296,2296,19863,IN08A029,intrinsic neuron,IR,08A,575408193,glutamate,0.8435319741534613,LHS,,
2297,2297,19864,DNfl037,descending neuron,fl,TBD,597755887,acetylcholine,0.7902879465197415,,,
2298,2298,19867,IN16B020,intrinsic neuron,IR,16B,529831814,glutamate,0.8889792047557421,RHS,,
2299,2299,19869,IN12B011,intrinsic neuron,BR,12B,703551614,gaba,0.4657608394689382,LHS,,
2300,2300,19873,IN20A.22A012,intrinsic neuron,IR,20A.22A,680729243,acetylcholine,0.924432595757572,RHS,,
2301,2301,19877,IN08A020,intrinsic neuron,IR,08A,582321846,gaba,0.4977666599962706,RHS,,
2302,2302,19878,DNut053,descending neuron,ut,,601657781,acetylcholine,0.9236888539477384,,,
2303,2303,19886,Tr flexor MN,motor neuron,fl,24B.25B,1541345862,glutamate,0.3916340025581708,RHS,femur/tr flex,stance
2304,2304,19890,IN12B013,intrinsic neuron,CR,12B,683480896,gaba,0.8473635150253555,RHS,,
2305,2305,19906,IN13A022,intrinsic neuron,IR,13A,561881102,gaba,0.8888165432076717,LHS,,
2306,2306,19909,AN08B061,ascending neuron,BA,08B,831011753,acetylcholine,0.7022263050528627,LHS,,
2307,2307,19912,AN04B014,ascending neuron,IA,04B,850979544,acetylcholine,0.9096511140578624,LHS,,
2308,2308,19921,IN20A.22A012,intrinsic neuron,IR,20A.22A,572882228,acetylcholine,0.8859264022973646,LHS,,
2309,2309,19929,Tr extensor MN,motor neuron,fl,19A,1113227297,glutamate,0.4183128309052656,LHS,femur/tr extend,swing
2310,2310,19930,IN08B101,intrinsic neuron,BI,08B,561487955,acetylcholine,0.8645247800788861,RHS,,
2311,2311,19952,DNxn148,descending neuron,xn,,531632211,glutamate,0.8970541356857825,,,
2312,2312,19966,SNpp16,sensory neuron,neck hair plate,,566819269,acetylcholine,0.8244540375117164,,,
2313,2313,19976,IN03A009,intrinsic neuron,IR,03A,651430664,acetylcholine,0.93477578076274,RHS,,
2314,2314,19982,IN13B020,intrinsic neuron,CR,13B,559986179,glutamate,0.5642390300324986,LHS,,
2315,2315,19985,IN04B043,intrinsic neuron,IR,04B,566741705,acetylcholine,0.4891131193620387,LHS,,
2316,2316,19992,IN20A.22A008,intrinsic neuron,IR,20A.22A,882181250,acetylcholine,0.8758116951286793,RHS,,
2317,2317,19996,IN03A012,intrinsic neuron,IR,03A,638866763,acetylcholine,0.7844630624557858,RHS,,
2318,2318,20004,IN07B065,intrinsic neuron,BI,07B,553459237,acetylcholine,0.7947062232284764,LHS,,
2319,2319,20006,DNb03,descending neuron,ut,,564212702,acetylcholine,0.9678614877175808,,,
2320,2320,20012,AN07B067,ascending neuron,BA,07B,567520525,acetylcholine,0.8846568786317394,RHS,,
2321,2321,20022,IN20A.22A012,intrinsic neuron,IR,20A.22A,575828304,acetylcholine,0.8908217924265056,LHS,,
2322,2322,20029,DNxl082,descending neuron,xl,,560727346,acetylcholine,0.9619043962434284,,,
2323,2323,20030,DNut052,descending neuron,ut,,553862716,acetylcholine,0.8906364790620127,,,
2324,2324,20035,IN20A.22A010,intrinsic neuron,IR,20A.22A,563146969,acetylcholine,0.4639938056849071,RHS,,
2325,2325,20036,IN13B030,intrinsic neuron,CR,13B,298484837,gaba,0.7687467244172166,LHS,,
2326,2326,20037,IN20A.22A010,intrinsic neuron,IR,20A.22A,556059504,acetylcholine,0.5961361756738226,LHS,,
2327,2327,20042,DNb03,descending neuron,ut,,550395009,acetylcholine,0.9641371589567252,,,
2328,2328,20044,IN20A.22A011,intrinsic neuron,IR,20A.22A,631957783,acetylcholine,0.807572591073862,RHS,,
2329,2329,20049,IN16B016,intrinsic neuron,BR,16B,542343205,glutamate,0.9270119623792136,LHS,,
2330,2330,20057,IN03A011,intrinsic neuron,IR,03A,553764794,acetylcholine,0.7968957211117613,LHS,,
2331,2331,20064,IN12B017,intrinsic neuron,BI,12B,602370996,gaba,0.9056387343490232,LHS,,
2332,2332,20077,IN04B039,intrinsic neuron,IR,04B,726993304,acetylcholine,0.9356954306907332,LHS,,
2333,2333,20082,DNxl081,descending neuron,xl,,597842326,acetylcholine,0.9657556029000008,,,
2334,2334,20085,DNnt016,descending neuron,nt,,492043804,gaba,0.959149281510716,,,
2335,2335,20093,IN20A.22A007,intrinsic neuron,BR,20A.22A,710907318,acetylcholine,0.7969613363796886,LHS,,
2336,2336,20099,IN03A012,intrinsic neuron,IR,03A,678769536,acetylcholine,0.6192224082246733,LHS,,
2337,2337,20104,DNxn153,descending neuron,xn,,548007186,acetylcholine,0.971334945510402,,,
2338,2338,20107,IN01A061,intrinsic neuron,CR,01A,555780540,acetylcholine,0.8784628552142275,RHS,,
2339,2339,20124,IN04B027,intrinsic neuron,BR,04B,700612227,acetylcholine,0.8345088005145688,RHS,,
2340,2340,20128,IN16B020,intrinsic neuron,II,16B,550466287,glutamate,0.8797812801288817,RHS,,
2341,2341,20130,IN08A031,intrinsic neuron,IR,08A,573322426,glutamate,0.9193242491117398,LHS,,
2342,2342,20137,IN04B023,intrinsic neuron,IR,04B,652053941,acetylcholine,0.7475126889153585,RHS,,
2343,2343,20142,IN03A012,intrinsic neuron,IR,03A,637861596,acetylcholine,0.6559459576849388,RHS,,
2344,2344,20147,IN12B017,intrinsic neuron,BI,12B,583780279,gaba,0.9564561282713262,LHS,,
2345,2345,20153,IN16B016,intrinsic neuron,BR,16B,547694465,glutamate,0.8903873042037497,LHS,,
2346,2346,20158,IN03A007,intrinsic neuron,IR,03A,717608686,acetylcholine,0.6800165329329361,RHS,,
2347,2347,20161,IN19A025,intrinsic neuron,IR,19A,685417988,gaba,0.5749495046591352,RHS,,
2348,2348,20173,IN16B018,intrinsic neuron,IR,16B,637179610,glutamate,0.954770554745056,RHS,,
2349,2349,20174,IN23B019,intrinsic neuron,BI,23B,565233618,acetylcholine,0.9001661774118048,LHS,,
2350,2350,20188,DNxn130,descending neuron,xn,,564446673,acetylcholine,0.9588814462279484,,,
2351,2351,20194,DNnt006,descending neuron,nt,,540455626,acetylcholine,0.927629482106238,,,
2352,2352,20198,IN08B088,intrinsic neuron,BI,08B,663067267,acetylcholine,0.9089943389581794,LHS,,
2353,2353,20205,AN07B067,ascending neuron,BA,07B,551186179,acetylcholine,0.9417016343333018,RHS,,
2354,2354,20208,IN14A001,intrinsic neuron,CR,14A,901922077,glutamate,0.8973245181514358,RHS,,
2355,2355,20214,IN12B013,intrinsic neuron,CR,12B,654979508,gaba,0.8873155670618583,RHS,,
2356,2356,20216,AN04A001,ascending neuron,BA,04A,2480940053,acetylcholine,0.5278987734804793,LHS,,
2357,2357,20230,IN07B056,intrinsic neuron,BI,07B,546586934,acetylcholine,0.9007709841909152,LHS,,
2358,2358,20234,IN01B006,intrinsic neuron,IR,01B,542368507,gaba,0.6410359043185293,RHS,,
2359,2359,20252,DNxl050,descending neuron,xl,,560116060,gaba,0.9026056805602704,,,
2360,2360,20253,DNxn069,descending neuron,xn,,540804471,acetylcholine,0.7241526166786767,,,
2361,2361,20259,IN23B019,intrinsic neuron,BR,23B,517608160,acetylcholine,0.9029120752461276,LHS,,
2362,2362,20266,IN13B023,intrinsic neuron,CR,13B,540601229,gaba,0.9273825855633336,RHS,,
2363,2363,20271,AN08B119,ascending neuron,IA,08B,537125803,acetylcholine,0.895039782282852,RHS,,
2364,2364,20278,IN08A014,intrinsic neuron,IR,08A,669913609,glutamate,0.9441408491423314,LHS,,
2365,2365,20287,IN13A019,intrinsic neuron,BR,13A,691800616,gaba,0.8350429179558375,RHS,,
2366,2366,20291,IN21A027,intrinsic neuron,IR,21A,533912705,glutamate,0.9311879892196696,LHS,,
2367,2367,20303,AN08B095,ascending neuron,BA,08B,539209296,acetylcholine,0.9214211136376091,RHS,,
2368,2368,20311,IN21A026,intrinsic neuron,IR,21A,584724143,glutamate,0.8494918942573525,RHS,,
2369,2369,20313,DNnt016,descending neuron,nt,,568434000,gaba,0.9145916454022502,,,
2370,2370,20317,IN16B018,intrinsic neuron,IR,16B,571664244,glutamate,0.9499688779322356,RHS,,
2371,2371,20322,IN12B015,intrinsic neuron,CR,12B,537106679,gaba,0.877882730010726,RHS,,
2372,2372,20328,IN03A011,intrinsic neuron,IR,03A,536685479,acetylcholine,0.7142363662065141,LHS,,
2373,2373,20335,IN20A.22A017,intrinsic neuron,IR,20A.22A,548786032,acetylcholine,0.5934290043691418,LHS,,
2374,2374,20336,IN23B005,intrinsic neuron,BI,23B,642930728,acetylcholine,0.7377144763250345,LHS,,
2375,2375,20344,IN08A020,intrinsic neuron,IR,08A,533504601,glutamate,0.5240113552002239,LHS,,
2376,2376,20347,IN20A.22A005,intrinsic neuron,IR,20A.22A,683292306,acetylcholine,0.8892814888528834,RHS,,
2377,2377,20350,IN01A053,intrinsic neuron,CR,01A,645616923,acetylcholine,0.9502017025058108,LHS,,
2378,2378,20359,AN07B053,ascending neuron,BA,07B,545567511,acetylcholine,0.8428562106054702,RHS,,
2379,2379,20373,Acc. ti flexor MN,motor neuron,fl,15B,655665844,glutamate,0.3261611620065472,RHS,tibia flex,stance
2380,2380,20386,Tergopleural/Pleural promotor MN,motor neuron,fl,08A,1953422843,glutamate,0.4968851994020505,RHS,coxa swing,swing
2381,2381,20391,IN01A066,intrinsic neuron,BI,01A,537983552,acetylcholine,0.9463667372357728,RHS,,
2382,2382,20393,IN14A004,intrinsic neuron,CR,14A,536255696,glutamate,0.9531359321006866,RHS,,
2383,2383,20400,IN12B018,intrinsic neuron,BR,12B,533264458,gaba,0.8045431713999043,LHS,,
2384,2384,20404,IN19A034,intrinsic neuron,IR,19A,553532170,gaba,0.7441479982812804,LHS,,
2385,2385,20418,AN07B067,ascending neuron,BA,07B,534848578,acetylcholine,0.9365312855895924,LHS,,
2386,2386,20419,IN12B017,intrinsic neuron,BI,12B,563195113,gaba,0.9150583814191916,RHS,,
2387,2387,20424,IN01A061,intrinsic neuron,CR,01A,703377483,acetylcholine,0.8825931493402197,LHS,,
2388,2388,20432,DNxn092,descending neuron,xn,,529436100,gaba,0.7320994123774157,,,
2389,2389,20437,IN03A008,intrinsic neuron,IR,03A,550311397,acetylcholine,0.4373393104040736,LHS,,
2390,2390,20464,DNxl101,descending neuron,xl,,1198579636,acetylcholine,0.9798930956800012,,,
2391,2391,20479,IN08A022,intrinsic neuron,IR,08A,534214241,glutamate,0.7382085457450291,RHS,,
2392,2392,20489,AN12B017,ascending neuron,BA,12B,535576774,gaba,0.8978218435638846,LHS,,
2393,2393,20494,IN16B018,intrinsic neuron,IR,16B,626971205,glutamate,0.96025855123811,RHS,,
2394,2394,20500,IN12B013,intrinsic neuron,CR,12B,675597743,gaba,0.8347229029546347,LHS,,
2395,2395,20504,IN13B024,intrinsic neuron,CR,13B,528450640,gaba,0.9197888666876304,RHS,,
2396,2396,20511,IN12B017,intrinsic neuron,BI,12B,527643172,gaba,0.9158688963993096,LHS,,
2397,2397,20520,IN04B031,intrinsic neuron,IR,04B,574162095,acetylcholine,0.7857996582346303,RHS,,
2398,2398,20535,DNxn147,descending neuron,xn,,595384228,acetylcholine,0.9165884423434824,,,
2399,2399,20538,DNxl085,descending neuron,xl,,675575497,acetylcholine,0.9456686450645976,,,
2400,2400,20554,IN12B017,intrinsic neuron,BI,12B,593625460,gaba,0.933014780242482,LHS,,
2401,2401,20570,IN20A.22A007,intrinsic neuron,BR,20A.22A,685325300,acetylcholine,0.8616457150958811,LHS,,
2402,2402,20571,IN02A024,intrinsic neuron,BI,02A,525995285,glutamate,0.84462889065408,RHS,,
2403,2403,20572,Tr flexor MN,motor neuron,fl,24B.25B,970075541,glutamate,0.4369405449230086,RHS,femur/tr flex,stance
2404,2404,20585,IN04B044,intrinsic neuron,IR,04B,639600741,acetylcholine,0.915710388191625,LHS,,
2405,2405,20589,IN01A061,intrinsic neuron,CR,01A,521559591,acetylcholine,0.9058054880637204,LHS,,
2406,2406,20600,DNxl035,descending neuron,xl,,549710603,acetylcholine,0.9476750455046202,,,
2407,2407,20603,IN20A.22A012,intrinsic neuron,IR,20A.22A,533880291,acetylcholine,0.7382244879552533,LHS,,
2408,2408,20605,Acc. ti flexor MN,motor neuron,fl,15B,848053386,gaba,0.4794340403750539,RHS,tibia flex,stance
2409,2409,20612,ltm1-tibia MN,motor neuron,fl,15B,614689513,glutamate,0.374162603848769,LHS,substrate grip,other
2410,2410,20615,Sternotrochanter MN,motor neuron,fl,TBD,1022896332,glutamate,0.4577549556270242,RHS,,
2411,2411,20623,IN08A042,intrinsic neuron,IR,08A,383489834,glutamate,0.8842775969995722,RHS,,
2412,2412,20629,IN16B011,intrinsic neuron,IR,16B,628833901,glutamate,0.923515101418952,LHS,,
2413,2413,20640,IN09A019,intrinsic neuron,II,09A,611013098,glutamate,0.5790366189564264,LHS,,
2414,2414,20646,IN13B025,intrinsic neuron,CR,13B,558017327,gaba,0.7875149911157787,RHS,,
2415,2415,20647,DNxn119,descending neuron,xn,,517900860,acetylcholine,0.9687798869026244,,,
2416,2416,20649,DNxn127,descending neuron,xn,,516664256,acetylcholine,0.9606864328512078,,,
2417,2417,20652,IN16B019,intrinsic neuron,IR,16B,527423846,glutamate,0.8543195540412645,LHS,,
2418,2418,20654,IN13A014,intrinsic neuron,IR,13A,554460616,gaba,0.6508232660731615,LHS,,
2419,2419,20673,Tr flexor MN,motor neuron,fl,24B.25B,1054868803,glutamate,0.4030021951221761,RHS,femur/tr flex,stance
2420,2420,20678,DNxl079,descending neuron,xl,,558331541,acetylcholine,0.9237755859683456,,,
2421,2421,20686,IN12B017,intrinsic neuron,BI,12B,619669717,gaba,0.9341416231259352,RHS,,
2422,2422,20692,IN13A019,intrinsic neuron,IR,13A,646728992,gaba,0.6897615929868943,LHS,,
2423,2423,20694,IN12B011,intrinsic neuron,CR,12B,639640089,gaba,0.8648869209839931,LHS,,
2424,2424,20695,IN19A044,intrinsic neuron,BI,19A,410648919,gaba,0.5777824145149101,RHS,,
2425,2425,20696,IN13B025,intrinsic neuron,CR,13B,513867229,gaba,0.7814713300782429,LHS,,
2426,2426,20703,IN23B013,intrinsic neuron,BR,23B,639481428,acetylcholine,0.9094263747489228,RHS,,
2427,2427,20711,IN16B016,intrinsic neuron,BR,16B,514945900,glutamate,0.9275723763638072,RHS,,
2428,2428,20712,IN19A031,intrinsic neuron,IR,19A,515316540,gaba,0.552465045108245,RHS,,
2429,2429,20714,IN01B004,intrinsic neuron,IR,01B,629837643,gaba,0.6286002394037999,RHS,,
2430,2430,20717,IN03A009,intrinsic neuron,IR,03A,532820681,acetylcholine,0.9005658386000356,LHS,,
2431,2431,20727,IN02A024,intrinsic neuron,IR,02A,500589710,glutamate,0.8897018273450197,RHS,,
2432,2432,20735,IN01B004,intrinsic neuron,IR,01B,662469126,gaba,0.7729195616200023,LHS,,
2433,2433,20755,IN16B016,intrinsic neuron,BR,16B,668695565,glutamate,0.9517139080751374,LHS,,
2434,2434,20756,IN12B017,intrinsic neuron,BI,12B,530232088,gaba,0.9502346731985136,LHS,,
2435,2435,20758,IN16B016,intrinsic neuron,BR,16B,581343940,glutamate,0.9514995229435728,RHS,,
2436,2436,20767,IN08A029,intrinsic neuron,BR,08A,539599506,glutamate,0.7197651524445544,RHS,,
2437,2437,20771,IN23B014,intrinsic neuron,BR,23B,715409560,acetylcholine,0.8596625843474814,RHS,,
